Date,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,Sentiment,Unnamed: 7
2024-09-12,229.8099975585937,231.4499969482422,223.8300018310547,224.6600036621093,71894900.0,0.624364085495472,
2024-09-13,230.2899932861328,232.6699981689453,226.32000732421875,228.0,59515100.0,0.0523836792757113,
2024-09-16,226.77999877929688,229.9600067138672,223.52999877929688,229.3000030517578,54323000.0,-0.5421243930856386,
2024-09-17,227.8699951171875,234.57000732421875,226.5500030517578,229.4499969482422,66761600.0,0.2934029946724574,
2024-09-18,227.1999969482422,235.67999267578125,226.8800048828125,230.08999633789065,78010200.0,-0.0691586180279652,
2024-09-19,243.9199981689453,244.2400054931641,232.1300048828125,234.0,102694600.0,0.4037192435935139,
2024-09-20,238.25,243.9900054931641,235.9199981689453,241.5200042724609,99879100.0,0.2930559789141019,
2024-09-23,250.0,250.0,241.9199981689453,242.6100006103516,86927200.0,0.5548340585082769,
2024-09-24,254.2700042724609,257.19000244140625,249.0500030517578,254.0800018310547,88491000.0,0.7064828537404537,
2024-09-25,257.0199890136719,257.04998779296875,252.27999877929688,252.5399932861328,65034300.0,0.4361878527949254,
2024-09-26,254.22000122070312,261.75,251.52999877929688,260.6000061035156,67142200.0,0.6031100675463676,
2024-09-27,260.4599914550781,260.70001220703125,254.1199951171875,257.3800048828125,70988100.0,0.3051270047823588,
2024-09-30,261.6300048828125,264.8599853515625,255.7700042724609,259.0400085449219,80705700.0,-0.1990944196780522,
2024-10-01,258.0199890136719,263.9800109863281,248.52999877929688,262.6700134277344,87397600.0,-0.2990754783774416,
2024-10-02,249.0200042724609,251.1600036621093,241.5,247.5500030517578,93983900.0,-0.2105828945835431,
2024-10-03,240.6600036621093,249.7899932861328,237.8099975585937,244.47999572753903,80729200.0,0.177852283231914,
2024-10-04,250.0800018310547,250.9600067138672,244.5800018310547,246.69000244140625,86573200.0,0.031638811652859,
2024-10-07,240.8300018310547,249.8300018310547,240.6999969482422,249.0,68113300.0,0.0299228876829147,
2024-10-08,244.5,246.2100067138672,240.5599975585937,243.5599975585937,56303200.0,0.4825494233518839,
2024-10-09,241.0500030517578,247.42999267578125,239.509994506836,243.82000732421875,66289500.0,0.4938872226824363,
2024-10-10,238.7700042724609,242.7899932861328,232.33999633789065,241.8099975585937,83087100.0,0.0683949974675973,
2024-10-11,217.8000030517578,223.33999633789065,214.3800048828125,220.1300048828125,142628900.0,0.058833093692859,
2024-10-14,219.1600036621093,221.9100036621093,213.7400054931641,220.1300048828125,86291900.0,-0.1241319831460714,
2024-10-15,219.57000732421875,224.259994506836,217.1199951171875,220.009994506836,62988800.0,0.3219020037601391,
2024-10-16,221.3300018310547,222.82000732421875,218.92999267578125,221.3999938964844,49632800.0,-0.1781655469288428,
2024-10-17,220.88999938964844,222.0800018310547,217.8999938964844,221.58999633789065,50791800.0,-0.2021283240367969,
2024-10-18,220.6999969482422,222.27999877929688,219.22999572753903,220.7100067138672,49611900.0,0.671228300469617,
2024-10-21,218.8500061035156,220.47999572753903,215.72999572753903,218.8999938964844,47329000.0,-0.166857074946165,
2024-10-22,217.97000122070312,218.22000122070312,215.259994506836,217.3099975585937,43268700.0,-0.280961678052942,
2024-10-23,213.6499938964844,218.72000122070312,212.1100006103516,217.1300048828125,80938900.0,0.7291025401403507,
2024-10-24,260.4800109863281,262.1199951171875,242.6499938964844,244.67999267578125,204491900.0,0.6188415354117751,
2024-10-25,269.19000244140625,269.489990234375,255.32000732421875,256.010009765625,161611900.0,0.0717324502766132,
2024-10-28,262.510009765625,273.5400085449219,262.239990234375,270.0,107653600.0,-0.3064058814197778,
2024-10-29,259.5199890136719,264.9800109863281,255.509994506836,264.510009765625,80521800.0,0.3351220581680536,
2024-10-30,257.54998779296875,263.3500061035156,255.82000732421875,258.0400085449219,53993600.0,-0.4069153998667995,
2024-10-31,249.8500061035156,259.75,249.25,257.989990234375,66575300.0,-0.1869841356140872,
2024-11-01,248.97999572753903,254.0,246.6300048828125,252.0399932861328,57544800.0,0.0911033814772963,
2024-11-04,242.83999633789065,248.8999938964844,238.8800048828125,244.5599975585937,68802400.0,-0.3321969928219914,
2024-11-05,251.44000244140625,255.27999877929688,246.2100067138672,247.33999633789065,69282500.0,0.09419412817806,
2024-11-06,288.5299987792969,289.5899963378906,275.6199951171875,284.6700134277344,165228700.0,0.0497019744167725,
2024-11-07,296.9100036621094,299.75,285.5199890136719,288.8900146484375,117309200.0,0.6543310017635425,
2024-11-08,321.2200012207031,328.7099914550781,297.6600036621094,299.1400146484375,204782800.0,0.4740143318970998,
2024-11-11,350.0,358.6400146484375,336.0,346.29998779296875,210521600.0,0.7375893021623293,
2024-11-12,328.489990234375,345.8399963378906,323.3099975585937,342.739990234375,155726000.0,-0.310899222890536,
2024-11-13,330.239990234375,344.6000061035156,322.5,335.8500061035156,125405600.0,0.2071478472401698,
2024-11-14,311.17999267578125,329.9800109863281,310.3699951171875,327.69000244140625,120726100.0,0.1672207554802298,
2024-11-15,320.7200012207031,324.67999267578125,309.2200012207031,310.57000732421875,114440300.0,-0.3325849991912643,
2024-11-18,338.739990234375,348.54998779296875,330.010009765625,340.7300109863281,126085600.0,0.6616251195470492,
2024-11-19,346.0,347.3800048828125,332.75,335.760009765625,88852500.0,-0.1432905582090219,
